"","Overall"
"`5__236797370`",3.08668950434803
"`4__1476284736`",6.40239912042576
"`7__500723264`",4.24462532149295
"`4__1476284725`",6.58252518519548
"`1__611591236`",2.33093313516268
"`4__8534369`",3.49856156703428
"`2__295055569`",4.9710879960591
"`4__1476285571`",0.13982067473591
"`1__845962433`",3.1234443146208
"`1__625141428`",4.54036694120215
"`5__236797391`",2.04132029767486
"`4__9014610`",2.57544209061773
"`7__500724842`",3.64215640387507
"`2__1258981077`",5.22646691907778
"`2__882313019`",100
"`3__904098987`",2.53602565467935
"`7__367848612`",2.69171351910001
"`3__1380424468`",2.92728307336505
"`3__39985450`",3.0846402467161
"`7__500724651`",2.15858107872349
"`7__1469264760`",4.15615619233934
"`1__625141410`",3.71989723546366
"`6__163351699`",19.0906106434119
"`5__1400387691`",6.07574093520335
"`3__660841970`",1.02923858626379
"`5__1530449937`",3.06704751036603
"`7__794386805`",2.75612086492585
"`7__1469264493`",3.67020059214362
"`3__904099357`",4.16258183350587
"`2__1378263268`",7.62007680794141
"`7__500724589`",3.10173970536608
"`4__1351929913`",1.84321557164439
"`2__1712539865`",2.23647130783444
"`2__1712539873`",2.97601604146703
"`2__1712539815`",2.32389701466311
"`2__1712539855`",1.68845572110241
"`2__1712539891`",2.0279562361387
"`3__113136887`",8.35691374534645
"`4__1048790897`",2.57113429984987
"`5__1400387688`",4.5326279431104
"`4__1425877017`",18.9963929078961
"`3__963432011`",1.06675213484011
"`3__1620072342`",8.38474964675233
"`3__431894309`",3.44293496795192
"`7__224236287`",2.57753532479305
"`7__224236286`",3.08843921781048
"`7__224236317`",2.74719579719613
"`3__1222760053`",4.64693613401409
"`3__512129227`",3.84207500748682
"`4__1634338434`",2.93441332343
"`1__625142697`",6.6385941567
"`2__1351239700`",3.12894081063252
"`1__545320923`",2.75893838805907
"`1__545320924`",2.8967829619636
"`2__1049144499`",3.38417286869836
"`2__1049144500`",2.70420914268164
"`3__828163575`",3.64045507705295
"`3__902949451`",4.56184113640845
"`4__1595664743`",7.97046766673056
"`4__1181663165`",2.87262462256273
"`7__500722873`",2.21753932630358
"`4__1634338407`",2.95631272184146
"`4__1435781378`",3.09006017733823
"`5__249147639`",9.01574223475214
"`3__1394777113`",4.78343391952045
"`7__874854183`",2.67164746699938
"`7__348762927`",2.54433808710163
"`4__932423152`",2.28839664375995
"`4__932423221`",2.73524839091356
"`1__625143780`",3.27195819567684
"`1__483982332`",4.39589787026884
"`2__1464958646`",3.20197183427289
