"","Overall"
"`4__1425877017`",11.9217665001222
"`5__5912881`",18.6930941950982
"`3__544143749`",12.5477162651908
"`3__544144006`",7.03127855392973
"`1__147558672`",10.6388885894378
"`1__625141428`",15.3419773726239
"`7__145581605`",16.1454160675757
"`2__882313019`",100
"`6__1069298872`",8.66160762009455
"`1__625143780`",9.6355998251148
"`3__1471842776`",7.21794697478566
"`4__924061688`",10.2341592006285
"`4__7244954`",20.0076578617136
"`1__1515509343`",6.57685168528018
"`3__1011332135`",12.1986214974375
"`2__842492140`",8.58512186038247
"`1__795309566`",8.20579186274146
"`1__625141410`",12.6110726254282
"`2__1003483482`",8.84525804779304
"`4__362138418`",18.8910152997242
"`2__1378263268`",18.3585056757056
"`4__495593677`",8.89598141137393
"`3__1011331705`",11.2544005081635
"`5__152213692`",9.17440489204378
"`2__1298153164`",9.31421515038563
"`7__500723264`",16.6016846851846
"`7__500724719`",7.70272297455177
"`3__49357914`",10.0156460863462
"`4__495592301`",8.73189035961898
"`3__660841970`",6.92284327208713
"`4__552576588`",10.1422819922542
"`4__1179904497`",10.8956297600767
"`5__586102847`",10.2283217860397
"`2__1298153130`",7.97303282238219
"`1__625142697`",22.8876637655157
"`3__134245864`",16.4701305390104
"`1__630553339`",8.65032918585362
"`1__382298463`",13.8057482448524
"`5__808874951`",17.6650684738043
"`1__1183593573`",38.6937125746056
"`3__231210422`",8.46054778658794
"`3__231210439`",9.30373837847166
"`6__40953490`",10.9119464332654
"`4__495592446`",8.80787160476768
"`7__354639752`",2.57485265716614
"`2__1298545748`",11.9038872766741
"`3__1174025578`",7.72522163296065
"`7__286905159`",5.61561627537059
"`4__932423152`",16.7838052828281
"`4__932423221`",10.5622312982841
"`4__1595664743`",13.4940477332371
"`3__231210421`",10.3405796197441
"`2__344389234`",8.49139567037449
"`2__344389233`",10.6471927914291
"`3__526928203`",88.8813726234963
"`4__1632864833`",8.55991387584848
"`1__89563282`",14.0705948542226
"`3__745165326`",11.2167013579981
"`3__64244018`",32.399164664272
"`3__1394777113`",11.7465755636619
"`3__1555273078`",5.42529167896558
"`6__726928554`",9.87390541354031
"`3__319008606`",14.8867545695312
"`5__59795691`",13.5812964411801
"`7__369308229`",15.8146255152338
"`4__1438397066`",8.04795460520542
"`5__905972558`",11.0470817410612
"`4__1017121311`",9.12007529361701
"`1__1226894010`",8.67263741082398
"`5__5187607`",12.7663478037613
"`3__1557361133`",13.8969091697328
"`1__405075379`",18.1198628787246
"`4__924061960`",13.2304675487211
"`3__6496397`",9.50892627099355
"`2__1476037883`",0
"`2__161868648`",23.7086647781159
"`1__154785005`",12.6168130115826
"`7__13141614`",10.2832906631399
"`7__500724630`",7.53602989081459
"`4__1531526474`",8.69868867823572
"`2__736650279`",11.9633992328883
"`5__46179065`",24.2157029813811
"`1__505308953`",13.2908059613264
"`4__328807529`",13.3261520097007
"`2__1607917616`",13.6429177317119
"`4__1595664945`",14.4695188266957
"`5__1504667201`",11.8641120210095
"`1__1418572651`",9.36631231384706
