"","Overall"
"`5__152213692`",15.8110061658714
"`7__500723264`",30.4940375479046
"`6__1037088954`",18.5202669080034
"`5__1591453920`",9.97221294912704
"`6__1069298872`",10.4444134080457
"`2__882313019`",100
"`5__5912881`",37.0289768621662
"`4__1476284736`",30.5198045171455
"`6__471592295`",26.3964434826343
"`4__1476284725`",31.7620102506922
"`1__625142697`",42.0526108172143
"`6__402955214`",16.9042456645163
"`2__1050817658`",11.7776021429488
"`2__1050817707`",15.2769878469089
"`4__1425877017`",36.5049193957158
"`3__241753939`",18.0156189466863
"`7__500724842`",15.9176524271973
"`3__1660306605`",10.4900002481417
"`1__795309566`",3.52126461877649
"`4__7244954`",54.3257535896868
"`4__1351933295`",16.2413609164874
"`2__1049944252`",11.2405478571785
"`7__1183601755`",23.6180695782762
"`2__1050820050`",11.4163616272675
"`7__1436433170`",3.49342416067491
"`2__1050819752`",10.5560300598695
"`3__1678739062`",13.0878069750505
"`1__625141428`",23.2196550650005
"`5__1591454160`",9.47388276505013
"`4__1476285571`",14.5415646011225
"`2__842492140`",11.700871897121
"`3__1146211774`",18.9152682514682
"`5__5912810`",28.1473585180917
"`6__345349020`",88.4387218913721
"`7__500724651`",19.8892511892031
"`7__500724589`",20.2996722686188
"`7__133997404`",11.613624485185
"`4__932423152`",10.0033868593825
"`4__932423221`",8.43195733078446
"`4__1382475276`",14.1768546096714
"`5__1592814839`",9.3331539164644
"`4__1278882967`",10.0801218536582
"`3__1292299817`",9.72089866546716
"`4__1488644884`",0
"`2__835110598`",38.2608825449512
"`2__1040882980`",10.456984692879
"`3__1011332135`",20.7621297528932
"`2__1804312545`",38.464214841212
"`3__140200152`",9.21598550298752
"`7__599753140`",5.78624222686714
"`2__1049940633`",12.6184275148612
"`7__1278401478`",14.8950052098078
"`6__338500028`",25.2464891096852
"`6__338500073`",22.5110889154486
"`3__431894309`",19.3113449133401
"`7__1270472387`",13.6354754463256
"`7__900462413`",11.6286147510846
"`5__1530449850`",15.2910317576921
"`2__828477181`",10.5929937555858
"`7__1501323856`",11.128102384436
"`7__500722873`",17.9034879176141
"`6__1271871821`",15.3052476847885
"`7__224236287`",8.60319418630214
"`7__224236286`",8.8427265870859
"`7__224236317`",10.8125302408971
"`3__1180429398`",11.5855623920104
"`2__828477184`",12.7064657048349
"`6__402952215`",14.0360729461112
"`1__635826593`",10.1440973494157
"`1__635826633`",12.5047621618977
"`1__635826604`",7.23785697301618
"`3__34320858`",12.4980681231551
"`3__1011331705`",20.2547706838287
"`4__1461499319`",19.4159610006897
"`2__990599954`",11.3770501758145
"`1__625141410`",17.2097571546255
"`3__388679088`",60.7624602479272
"`4__6366134`",15.7613936109159
"`3__694892958`",16.6168922479869
"`4__1476284859`",4.51420772258086
"`4__1595664945`",15.5772382545914
"`5__1015696856`",17.1378960692526
"`1__165617`",10.5062553798136
"`1__1437144744`",11.2743112717765
"`2__1050817581`",14.6173345539618
"`7__500723181`",20.4944285811031
"`5__1591454208`",22.3551882997795
"`4__419160559`",10.4806258804819
"`6__471293916`",14.9688208828981
"`5__1531079984`",17.4024436427309
"`3__1608780049`",15.8227112271672
