"","Overall"
"`7__1501323856`",100
"`5__1165620780`",35.314115860739
"`4__932423152`",25.8740483720359
"`4__932423221`",28.2905765093997
"`2__1336310901`",30.2689778999414
"`2__882313019`",66.4244243799062
"`3__1394773081`",30.4194014003233
"`6__1008979470`",25.9966426055955
"`5__5187607`",34.987783877787
"`7__333837146`",28.9928585625408
"`4__847773266`",29.9663254856551
"`4__847773269`",30.2994603216824
"`4__483963760`",40.1486669998066
"`4__483963748`",37.2056959304127
"`6__615113009`",33.4735775850262
"`3__130736035`",23.2352547743661
"`3__389716306`",24.8031001104854
"`1__625141428`",95.1680164060693
"`1__630553339`",35.3584647515627
"`4__1351929913`",30.698590767718
"`7__333837145`",29.3351778312614
"`2__295058403`",33.6267488360959
"`6__1326271674`",10.2953778316096
"`7__245426277`",27.161319133611
"`3__1620072342`",36.5432768249488
"`5__1051456004`",29.0201851528104
"`2__1694047607`",30.4063218021662
"`3__113136887`",26.3838461431326
"`7__333836992`",26.9452627129239
"`4__939743502`",19.5977258652537
"`3__103069625`",32.3662244560475
"`2__287752441`",40.4237628638371
"`7__145581605`",24.7390002979246
"`7__333837147`",27.2724852283762
"`5__1531079984`",33.0273867677585
"`3__526928203`",80.0376861105968
"`3__431894309`",54.0103025820718
"`3__928439912`",39.2231436573409
"`3__928439654`",24.0821049115033
"`4__7244954`",92.0411787612567
"`6__615113586`",28.9272500192794
"`6__615113470`",30.898699244241
"`5__249147639`",43.5322248697238
"`1__634538505`",27.3157633256739
"`3__1620071962`",32.3605451773084
"`6__345349020`",3.53008550876188
"`1__800397233`",32.4718438073254
"`1__625141410`",54.4801514238195
"`4__847773185`",28.2329238020538
"`6__707828322`",26.0554954414094
"`2__964158706`",30.0406470051008
"`4__338118162`",35.4690132425893
"`7__253663677`",26.5011433303688
"`4__946149904`",34.0948898424247
"`4__924061688`",70.5742611530882
"`7__253659501`",27.536145594334
"`5__5912881`",77.397015524002
"`3__1146211774`",33.4800582596997
"`3__660841970`",32.2989936946525
"`3__113142120`",42.0267631078098
"`1__611591236`",30.9571675741443
"`5__1530398818`",25.4778178940653
"`4__847772345`",24.8068200141923
"`1__625143780`",37.6090062849594
"`7__500723264`",46.6821736174744
"`6__338500028`",34.8525433144546
"`4__1425877017`",45.9261662350169
"`4__847773038`",28.8432172468115
"`4__847773091`",29.0040001794688
"`4__924061960`",30.1206203258123
"`2__287914148`",30.1679199593353
"`3__179735568`",25.8551403682179
"`4__483964928`",38.120962489672
"`4__483965257`",31.0437847620606
"`6__1037088954`",29.7329515619299
"`4__8534369`",28.9229372507798
"`2__1378263268`",41.8302046345664
"`4__1476284725`",52.421401986743
"`7__253659540`",28.81129066985
"`6__415991599`",47.8889428920743
"`3__113144322`",33.6048529222679
"`1__493601744`",28.5273621781415
"`3__47209387`",27.9715983282511
"`5__1530449937`",35.452460111668
"`2__397662344`",27.1769109984814
"`3__251980211`",37.242676729889
"`2__287914230`",26.7684210073436
"`2__1336234272`",28.6532245059298
"`4__21346524`",21.0579084621923
"`3__370225865`",32.8973965852278
"`5__1220694104`",74.3684085902212
"`6__712643527`",9.575265809223
"`7__1501322891`",48.8740093079374
"`7__369308229`",41.8105775085852
"`5__1530449850`",47.5260390718039
"`5__1076238046`",25.9972555729769
"`5__136557865`",30.6433226511017
"`1__67376154`",18.5301845477373
"`2__287917262`",23.2136546594545
"`2__287914256`",24.3044926903076
"`3__1394777113`",38.9193990210021
"`3__1678739062`",28.9717161171559
"`5__249463229`",35.8033659908685
"`2__1464958646`",47.0159520981385
"`4__1476284736`",55.7581589642101
"`4__497581037`",30.6054676987325
"`4__269933593`",31.7045063345141
"`3__73030060`",28.3061512768386
"`3__73030061`",28.3046953368854
"`4__497591581`",27.7802964700195
"`6__266110141`",23.924913559039
"`4__1435699490`",30.9153666501592
"`3__942930065`",33.7809031663317
"`1__539036196`",23.6588903977086
"`5__374412989`",36.7840405867108
"`3__113136591`",37.7164100468516
"`7__253660066`",24.5750087981311
"`1__89563282`",53.1483221010496
"`5__5912810`",46.1429552649615
"`4__22596444`",27.5127051303029
"`4__1076749411`",30.7744029248284
"`3__397036546`",40.1509951509641
"`7__1036347023`",30.183985671095
