"","Overall"
"`3__700001277`",31.7404016104684
"`6__294937748`",25.9106152264691
"`2__1057444662`",20.1091494279121
"`7__1070547922`",30.7882881606572
"`7__1139678099`",74.6466788370109
"`4__1233059173`",18.3029522937912
"`4__594638034`",36.2461407152714
"`3__1534072915`",40.4305833049681
"`7__1070547895`",27.809507855154
"`1__454290843`",21.3363516113586
"`4__1233057252`",18.2157710727985
"`4__1233057821`",17.9265909619488
"`2__562575702`",21.3376454411609
"`7__1258939176`",20.8846614415594
"`5__753550849`",18.7675565946338
"`3__1102659980`",14.7793387212957
"`7__1128268904`",26.1925180713631
"`2__1016760282`",28.8784364481527
"`3__1716418619`",26.945833948673
"`4__583521407`",19.6192532024567
"`5__1396761089`",22.9462511838978
"`2__739831531`",68.0831017547487
"`3__1648821587`",25.6211887711743
"`1__443233589`",25.6390841324115
"`3__1716418620`",23.4181948498909
"`6__225199540`",19.4210915730402
"`6__848003313`",17.9537776211042
"`7__1358232109`",34.0624661120037
"`6__225201115`",17.158171611301
"`3__44525972`",18.9621435736671
"`4__1233747704`",20.4542630367986
"`4__1233738680`",17.4535085584067
"`3__700001278`",21.1810768548555
"`3__700001245`",21.1697318497775
"`3__563405533`",24.0046635057296
"`7__888772841`",15.4031639525754
"`6__294937531`",22.0755320025993
"`5__753558536`",18.6778624214076
"`1__455310885`",16.8203991556861
"`6__225199464`",17.3332718024139
"`6__225199469`",19.1666035961746
"`6__225199519`",20.3778917443613
"`7__191720449`",22.6172054768836
"`3__1716418638`",14.5070685402024
"`7__1482227179`",100
"`4__326301161`",33.3538634641292
"`1__444354962`",26.4312088546688
"`2__1671319315`",16.9104942610503
"`6__848003285`",21.2038193201233
"`1__521695472`",21.7391347347037
"`6__512063692`",50.2594389319031
"`7__163911722`",14.1665768908728
"`1__769818492`",39.7113284900667
"`4__609813609`",20.733049237552
"`5__1035569848`",25.7532944207843
"`7__1357790624`",32.4848743128772
"`4__1179347600`",20.9174419050187
"`1__441109612`",21.9741200463728
"`5__249144312`",0
"`6__843562482`",18.6036608179527
"`6__848003195`",20.8809029351905
"`6__158580994`",24.0602174043359
"`6__158580995`",25.3167803125927
"`3__1668983236`",28.6444659762798
"`6__294635934`",18.0866517734255
"`6__294635979`",18.7359818987714
"`6__294645054`",17.515614047242
"`2__1690712562`",19.1450995787951
"`3__1160989408`",12.914944037084
"`6__295796372`",19.3474776756072
"`5__414085683`",55.0545251889764
"`3__1638485080`",18.5359360352931
"`1__436384103`",14.120632521301
"`1__1369788901`",23.7224388133785
"`3__597831428`",20.4627442496697
"`3__597831439`",20.386122996612
"`7__269121982`",31.6455088821374
"`3__1086245709`",19.1950894683014
"`6__388729728`",16.2293022870078
"`3__1150890016`",20.1715275947771
"`1__431074881`",18.3191560343334
"`2__690537082`",14.9514993664188
"`2__647906560`",18.1287903437365
"`1__421401176`",48.1122385039986
"`6__1336594706`",20.0073128281951
"`5__720044276`",16.3670286966922
"`5__1128270036`",16.4103972268434
"`3__20451603`",16.6626755487708
"`4__1347751572`",17.5091868393986
"`1__437305957`",18.8097952538401
"`5__416963518`",17.9152097628622
"`1__259860653`",17.4730709197089
"`7__749269039`",19.6127408042382
"`3__90034764`",19.8919637650463
"`4__1223655306`",21.0603536485736
"`5__418868735`",25.8620306396163
"`1__404105762`",18.8482892709565
"`4__1594460157`",22.6936146205992
"`3__482713047`",21.8511634613867
"`4__1289674270`",18.9008699618535
"`1__769818643`",35.9746053619498
"`2__1447108263`",13.7646958204004
"`7__1026128650`",18.6180251688434
"`3__890099555`",30.6526133348268
"`4__54554971`",39.0270191920067
"`7__1357788101`",30.3546550636867
"`7__1357788073`",26.2918324955987
"`3__20451604`",27.6922560121144
"`4__899486215`",16.6253099670012
"`2__1803546287`",20.1636756132759
"`3__943855169`",36.5409366303661
"`7__788258917`",21.9525471567314
"`7__1191078965`",43.8583420924566
"`2__369835637`",27.2270288159402
"`1__357173816`",23.1581220421082
"`4__24881752`",26.1583908558001
"`5__1484037097`",27.434859952792
"`6__110132802`",20.9761579791395
"`1__769818716`",17.0431444687701
"`7__1376854817`",27.69477924371
"`1__436384023`",15.5299040624628
"`4__1397552217`",18.6079278376155
"`6__22007834`",15.8778324795282
"`7__571000196`",17.4414419883431
"`7__1265252840`",27.4732597823007
"`2__531481522`",21.4551042514932
"`4__583518510`",29.6218480274276
"`5__922541954`",24.1824686597212
"`7__1047358701`",28.0824956162646
"`6__1086427765`",19.5631006445978
"`5__1538042517`",19.1055518231725
"`5__41183797`",25.4674744565133
"`2__1072777170`",21.5556143300771
"`7__1096573333`",19.4571113002411
"`7__1096572011`",16.1680012605545
"`7__1096572305`",19.4555230295284
"`3__488701695`",20.3356091619847
"`3__488701676`",17.2191338798808
"`4__899486239`",17.3836111097849
"`1__38206927`",19.3513621588292
"`1__357173716`",17.6522229862653
"`3__720326849`",24.2420103622313
"`7__836358668`",23.9015501236083
"`1__38204589`",18.112718361198
"`5__874870682`",20.0165464752379
"`7__880094135`",23.2364993493597
"`3__1004659689`",18.6595517793973
"`7__795754126`",16.6032742053572
"`7__795754129`",14.5259149741152
"`7__795754130`",18.4588828859012
"`4__455894167`",13.3524465230028
"`5__1442032595`",22.7704944440584
"`3__1648821707`",29.6381378964548
"`6__388729675`",17.4295340573459
"`3__700141807`",19.2818619625411
"`4__328778469`",39.3944830393034
"`7__1467341933`",44.7667925049459
"`7__1467341931`",46.4322123171852
"`7__919848029`",20.5490395550602
"`7__919848139`",18.2603463525046
"`6__418340362`",13.6604496587836
"`3__677032460`",37.4348320222511
"`1__357177002`",17.7280462601599
"`7__1019941535`",17.5536491905394
"`7__1258946078`",20.1921398725835
"`3__775545463`",37.829776042738
"`4__1271324475`",16.5172781765147
"`1__357173560`",18.4790690594964
"`3__518373088`",19.7366059876029
"`2__1800840430`",20.5112630773438
"`3__1150890055`",27.1273856790687
"`6__223410943`",11.5563125475651
"`5__605953459`",18.1199796292629
"`3__671248197`",17.1726854516939
"`1__404105876`",19.9597495047533
"`3__563407168`",16.9132592678716
"`1__564773559`",19.8961790843826
"`1__413443501`",23.2417865765727
"`1__38206092`",26.4171665084876
"`7__1191078968`",37.5911987859188
"`3__1289203103`",16.4020577102165
"`5__1537995083`",17.641602124178
"`7__1258946303`",21.0765981345385
"`3__441936065`",27.9831363566882
"`7__574516994`",16.1860393930678
"`1__217280005`",26.680120131516
"`3__64229878`",79.227048772495
"`3__1638485321`",18.520671963241
"`3__1668987372`",22.9835165618497
"`5__214103909`",26.4197900814693
"`6__848587028`",18.0073664310526
"`6__365228161`",23.7312499851206
"`5__1558891451`",21.3526876362446
"`7__163911669`",18.1813522010585
"`6__849387981`",18.5434351299556
"`7__1235578757`",24.4222709357397
"`6__135850788`",21.1728277160297
"`3__567306777`",18.8104073463879
"`7__1354122706`",24.6031241298744
"`6__19806457`",21.7116109430874
