"","Overall"
"`4__594638034`",48.8023079333375
"`3__563405533`",46.9971839160379
"`2__1048275522`",45.4825242637593
"`7__1482227179`",95.4459850173492
"`6__264812597`",47.5640614680356
"`4__1233738680`",47.5483307720528
"`4__1233747704`",48.5093987583585
"`3__1644488456`",72.2804777202805
"`5__1128270036`",46.1518256502423
"`2__739830495`",48.2594801841664
"`4__1517253506`",45.0300084937273
"`4__1179344092`",46.5392005740058
"`3__229266158`",51.3556686795257
"`2__868869378`",47.1004521797404
"`2__184869263`",46.807714908937
"`2__184869318`",47.3257361108446
"`2__274456102`",56.7625887622348
"`3__276288358`",46.409149642525
"`4__49682120`",44.8307969543779
"`5__1280229503`",34.6193784573762
"`1__1171726605`",43.5162484526135
"`3__700001277`",63.9827081759641
"`7__219808655`",68.0731910893501
"`7__127907958`",51.5636951361578
"`2__1016760282`",72.2310567429731
"`2__1800839707`",48.3301270588242
"`7__1165578491`",46.7793857488961
"`6__1336594706`",50.4004709746329
"`5__1533127816`",48.2470814861125
"`6__294937748`",49.4923505197986
"`1__770225933`",53.9901246074947
"`6__848003426`",46.6262774373064
"`2__739831531`",81.292045146918
"`3__44525972`",47.1851484348452
"`4__1289674270`",46.6997551006152
"`4__327398444`",46.3158319931922
"`6__468973246`",58.7570561038928
"`4__609813609`",47.7158798965384
"`1__260468973`",54.3160622385159
"`4__1179347600`",48.2552960461001
"`4__431222273`",48.0460945192307
"`4__283429485`",45.55493870312
"`4__1179343761`",51.0658910764803
"`3__1370768763`",47.1046976972524
"`4__400970306`",51.5004773920642
"`7__322978473`",54.6797644637064
"`3__92138776`",45.8780666282228
"`6__308408991`",49.3038280015649
"`3__1370771282`",50.289568479272
"`7__984522843`",45.6563237409278
"`6__1086427765`",68.2435420163192
"`6__510672337`",46.7842006403364
"`4__11115331`",44.7483399886197
"`7__1476530080`",46.2687464637299
"`7__1354122706`",47.869055118351
"`2__1684488120`",46.5672796624718
"`3__1150890016`",50.3507367285359
"`7__921912266`",48.960290244047
"`6__1034781195`",63.4007663683852
"`2__562573758`",47.0726632502364
"`1__436384103`",62.1616487384809
"`6__950258794`",47.5806586296472
"`2__1139238936`",70.4008670066009
"`6__1042448017`",46.9879303568482
"`1__436384023`",48.2911156027277
"`3__1592782046`",45.1279608036882
"`3__1373979832`",46.9506836937221
"`3__1373979810`",46.681241463595
"`3__519983996`",49.6447255274053
"`6__1267741663`",47.1376860042473
"`3__547755598`",43.3290326892156
"`2__1048275745`",49.1943280200568
"`4__26445694`",46.8340188987549
"`1__1108509636`",49.7069039961328
"`3__374626074`",59.8114440265429
"`2__1800840430`",47.3734106594913
"`5__1123610447`",46.6043592592767
"`3__1279123865`",46.3130963450717
"`5__1179748283`",47.248789114232
"`2__562575178`",46.4753307341787
"`2__562575193`",47.0579460694276
"`7__1481010549`",44.6402741867314
"`7__158323303`",43.2740217280013
"`5__1558891451`",54.3939598356811
"`5__1558888773`",52.6204481021198
"`5__1558892140`",48.8216794402665
"`4__1549103209`",46.0195968864181
"`4__1549100156`",46.8795903331439
"`2__274456464`",45.8623223377631
"`2__411975485`",54.8379812293128
"`2__562574192`",46.0665434939232
"`4__1549113340`",46.8447913984261
"`3__597831439`",45.5529398255469
"`3__597831428`",47.7908894546078
"`4__1233057252`",47.7703715270722
"`1__712259357`",53.367549862693
"`6__703964361`",45.6684293128634
"`2__1803545393`",69.6271133580447
"`7__1358232109`",100
"`2__733390018`",47.4456115880622
"`3__1159672388`",46.1948841781283
"`5__1035569848`",46.8935601152094
"`7__191720426`",46.8778481588355
"`3__1694635799`",46.9488880602173
"`2__1782273028`",49.8203634608393
"`4__1497767351`",41.963143479234
"`5__1552689902`",47.1020566734659
"`7__836358668`",49.9553311833705
"`3__1150890055`",43.5310600138784
"`2__225110373`",42.8131786832083
"`4__1536754886`",46.60273456216
"`3__229250152`",48.4535750762698
"`1__1171726590`",43.6375729935413
"`4__1233059173`",46.9456017009547
"`1__820401024`",56.907188750554
"`5__1123610396`",45.2386774628083
"`5__1156577112`",46.069817853387
"`3__1373979801`",47.1376818595344
"`7__302517584`",46.7299765331475
"`7__302517605`",45.4374395281388
"`6__407874590`",50.7532317487341
"`4__1179347838`",46.6071715195185
"`3__1271046552`",45.0795529620484
"`7__1096569067`",47.0840197558265
"`7__821704300`",46.5929980239051
"`1__217280005`",48.7362388706146
"`5__1552110364`",44.603053753878
"`6__880317612`",48.9129998873957
"`5__46168642`",45.3846785373092
"`2__599715532`",46.5699780553542
"`6__517961542`",46.6118332793002
"`5__1318677963`",51.8864630391521
"`6__707192379`",51.4730453761115
"`2__1283682374`",64.342515552473
"`2__1075884240`",54.0470000597901
"`1__885154752`",51.0930644073808
"`5__922541954`",48.7621311453497
"`7__1379675703`",57.7714895577304
"`4__539322073`",94.4096179557381
"`4__1243533029`",44.3931671359837
"`6__518016905`",46.2870408381802
"`1__770226391`",50.1050051881227
"`3__1161436257`",48.3849993842967
"`4__1447655839`",39.8295839278715
"`2__1610338484`",52.2320580430603
"`7__1210667441`",49.3207050535682
"`7__1210667382`",50.1900144032839
"`7__1473371897`",48.9716751059234
"`1__1349382419`",47.1278114924035
"`1__1349382324`",44.5573239820937
"`6__518016652`",46.8624877027305
"`5__1136853566`",52.2677364564229
"`1__413443501`",59.5349579335617
"`7__1357790624`",70.1549868881367
"`3__81894603`",46.9494128862724
"`1__1420282741`",45.6611496891881
"`7__1096572011`",47.2858164518873
"`7__1096572305`",46.8064386720984
"`7__1096573333`",46.7618993356014
"`2__1783628359`",47.1199904114251
"`6__1120642517`",51.5247132983759
"`2__793460392`",60.9736316166382
"`7__221321723`",47.4366446004863
"`4__1243532943`",47.0699146936091
"`2__483317114`",38.5730796597341
"`4__584275236`",0
"`4__1534240891`",46.078072352354
"`7__219808953`",43.411690032586
"`3__563407168`",46.4735577489638
"`3__229250106`",48.3697009294281
"`7__853670106`",45.0660981646191
"`4__1058015032`",73.0857488634284
"`5__1552109778`",45.1056113172012
"`6__916802396`",45.8917090722393
"`3__705190320`",48.220980680032
"`6__1047816820`",44.8693587942312
"`3__308081112`",68.0774255156323
"`7__272045870`",46.7030927784117
"`6__882749202`",50.6135797568884
"`3__64172072`",46.9915421381938
"`1__206218280`",53.0757630804572
"`3__1590145140`",50.0826404029999
"`1__443233589`",49.0093132208049
