"","Overall"
"`7__1165578491`",21.8837551295257
"`4__609813609`",33.2425822169115
"`6__294937748`",22.397370079652
"`4__594638034`",26.2382209998307
"`7__269121982`",15.8507862359721
"`2__1016760282`",29.0618870060188
"`7__571000317`",26.5508310427703
"`3__44525972`",15.2390951822046
"`1__233543298`",13.0038849207014
"`1__192998379`",33.4212793939225
"`6__463565237`",25.9560033376154
"`7__233527910`",15.0825276908099
"`3__700001277`",20.1858237252808
"`5__1552109778`",17.7405096712955
"`6__1336594706`",19.0170737841434
"`7__1474629211`",26.1199000821255
"`6__1120642517`",16.5193296584971
"`3__1668983236`",19.7743167299183
"`4__576704682`",24.1539464443961
"`5__1625450533`",14.7164738181102
"`7__1482227179`",38.5122093846092
"`2__1803546287`",16.4416062097014
"`6__1328074657`",24.8525026704956
"`6__418340963`",14.6256241036732
"`3__311542984`",34.8360421038913
"`1__436384103`",12.3232587589424
"`1__443233589`",33.6280514751442
"`1__233543277`",13.7539445380729
"`7__1264447862`",19.7029600123183
"`3__1289923187`",20.7736437143916
"`4__1233059173`",18.7072762608177
"`3__541201796`",16.9284759295645
"`7__1139678099`",60.3057960753121
"`5__1625450601`",11.5448551699673
"`3__1668987372`",11.3679422373915
"`1__447997656`",18.7180646982452
"`2__531481522`",19.7251198353411
"`6__264812597`",16.2821060366161
"`3__563405533`",18.6942315451873
"`3__219647606`",34.5420458336168
"`3__1644488456`",39.1912002743287
"`3__217471341`",31.5864919631332
"`6__848003313`",23.439070806066
"`3__344827504`",14.8337432185921
"`1__444354962`",33.8355680118288
"`1__436384023`",13.5940708052184
"`3__1345464050`",16.1439888529627
"`3__1345464007`",16.1165732670842
"`5__434525606`",86.8357151941476
"`5__434525634`",100
"`2__1671319315`",19.8579041933407
"`2__274456102`",21.3655389943631
"`6__449042715`",18.0513603001519
"`1__357177002`",14.3476820220225
"`5__1035569848`",15.5320297212865
"`1__437305957`",30.0613034122971
"`1__447997665`",17.2653421834847
"`7__1357790624`",46.9988876666252
"`1__521695472`",13.2072658274265
"`2__739831531`",22.2628595045762
"`6__1847698`",13.3314345589814
"`7__571000158`",20.50292639706
"`7__571000272`",13.7484216989904
"`6__1086427765`",36.1979502096611
"`4__543103497`",28.1801310745273
"`5__1625450664`",15.3531087455703
"`2__1783628359`",34.5399616655011
"`6__158580994`",21.8576562970871
"`6__158580995`",14.832549904561
"`5__19894263`",26.1530451970561
"`2__562575702`",39.6119457429699
"`3__1271046552`",16.001060428566
"`5__753558536`",16.4436712915343
"`4__1497767351`",16.5005539120096
"`2__1800839707`",19.2997072953363
"`6__365230470`",10.1486906324697
"`1__444354930`",15.5362634909477
"`1__567103717`",13.0720287915511
"`7__1358232109`",32.2831900941185
"`6__1328074908`",42.3052221597771
"`6__1328074708`",25.6664625036935
"`6__1328074699`",26.2734530633706
"`7__1070547922`",19.1661039576595
"`5__214103909`",23.6142091269475
"`1__38206927`",31.7096045461099
"`4__1536757140`",13.3074335150088
"`3__721090399`",18.5588958249626
"`7__880124731`",11.6313386307479
"`4__1233057821`",20.6215800211566
"`1__38204589`",22.3678021478308
"`1__357173816`",30.7517632021723
"`3__1638485080`",19.5949020698952
"`2__1153772503`",16.8513812100001
"`4__539322073`",43.1954884516421
"`7__1070547895`",24.4345424036596
"`7__1039905435`",22.1404392924751
"`1__1171725776`",22.4411396726409
"`4__1233057252`",19.5382305795143
"`6__848003285`",18.9643296847603
"`6__267578708`",22.6579862639205
"`4__24881752`",25.5050053835236
"`6__48530916`",12.9454468522561
"`3__1345461503`",15.6169032338005
"`3__1345461483`",15.3011175248557
"`2__859113050`",14.5667864616469
"`3__360679178`",14.3047556384017
