"","Overall"
"`1__421401176`",100
"`6__848003313`",3.4079472896923
"`6__848003195`",3.19773169767287
"`6__849388114`",3.28930642691055
"`6__848001416`",3.32823589707238
"`6__849387981`",2.80343334666383
"`6__849388123`",3.81587472221634
"`6__848001734`",3.20588603502886
"`7__1165578491`",10.5261037787896
"`6__848003285`",3.12390789149489
"`1__712261321`",3.84037563323584
"`1__712261114`",8.28281839308987
"`6__294937748`",5.49052280002419
"`6__463565237`",8.94473210083733
"`4__230762654`",2.52770264155237
"`6__848587028`",3.11909412892151
"`5__1331119430`",22.4381348371538
"`7__1265252471`",4.55446026840819
"`4__1233059173`",6.70923976151106
"`4__1233057252`",4.06934999149862
"`1__515526913`",4.45255468981747
"`2__1230526109`",8.22101047584756
"`6__755068432`",2.75299919818913
"`7__1265252840`",5.94266662733858
"`7__265530730`",10.9011927736506
"`3__1194385364`",3.30664295703919
"`1__712259278`",4.34621186758817
"`5__1331119770`",14.7984299062667
"`3__1289923187`",6.6831574125955
"`6__224269012`",4.31508136848474
"`7__181689603`",10.1013722111452
"`7__931164671`",8.56574693817551
"`3__563405533`",4.1284565208358
"`4__1233057821`",4.47876997208563
"`2__1770066741`",6.08816627653275
"`2__1770069206`",8.40828289174253
"`6__242454735`",3.50386379751736
"`1__712250204`",4.09640164242072
"`2__1640579492`",56.5806046284917
"`3__1510536158`",23.238524533789
"`1__712248417`",4.32462667668564
"`1__340678425`",9.65736025881151
"`2__1057907571`",13.6265363749656
"`7__1340982218`",3.04001042965901
"`7__1340984192`",3.54071083936746
"`7__1340988991`",3.58177644126194
"`7__1340984289`",2.97363753251605
"`7__1265253032`",4.40568237093643
"`2__625331587`",4.21509094156124
"`6__518709245`",3.07575496889924
"`1__712259179`",3.28783704439329
"`4__276367252`",3.36762213322188
"`4__891454154`",23.1918202407704
"`1__712238211`",3.15627128558233
"`7__963397671`",3.90729037333178
"`4__490234982`",3.69338695601252
"`6__402951179`",3.15386497146729
"`4__608885486`",5.74013784472205
"`3__1141087989`",4.16365155608794
"`6__403168841`",3.24439928637065
"`4__609813609`",3.57003388573689
"`2__1630042234`",5.10925863597481
"`2__929599467`",13.1054282015314
"`1__712258624`",3.49341354600739
"`5__219486312`",11.9171964117373
"`6__764932558`",3.17691491478235
"`1__366197362`",5.15366867785808
"`1__1474633407`",4.00716043520777
"`1__459200084`",7.21459378261018
"`6__848003507`",4.11610927646938
"`6__294645054`",3.70698857759264
"`6__848003615`",3.0139118198429
"`1__430912504`",9.44516747296626
"`6__822706789`",3.34044212484623
"`3__304591843`",6.16330731491077
"`7__1265251800`",3.73569787161303
"`4__608885275`",4.6162874062964
"`7__1378362866`",1.66505076215681
"`2__601056324`",8.22102871615324
"`1__90727719`",7.26216240023799
"`2__773125748`",3.84190422553803
"`3__910754581`",4.13507305675098
"`7__1047358701`",11.8956981767936
"`6__822707076`",6.344413627996
"`6__848001572`",2.66334173773145
"`1__1086664610`",2.99003379547906
"`2__1630042133`",4.25563706867562
"`4__455084041`",15.2396710719561
"`1__1029455296`",2.19120955975898
"`6__755068923`",2.79402856103164
"`1__75361748`",4.65659586935491
"`6__264812597`",46.058053514859
"`2__609433804`",4.80768376234588
"`6__249943884`",10.6962113779419
"`4__326301161`",8.88221443438826
"`1__3953158`",4.3459039146055
"`6__883625347`",3.06624258708325
"`4__230762291`",1.38637480783211
"`1__430912568`",2.45886727075299
"`1__1086665077`",3.0982372732572
"`6__42612347`",4.49125401308329
"`2__859113050`",7.84931905630387
"`4__276367203`",2.93308278441077
"`4__276367208`",3.46606516862864
"`7__116152746`",2.85830711781892
"`4__608883371`",4.79899218021346
"`4__941157143`",8.39720185618095
"`1__592227981`",6.24227881044458
"`1__90726511`",4.06178397830799
"`4__1004884391`",5.20283201607354
"`7__171715389`",8.50218519950969
"`1__712253169`",3.23350391763487
"`1__296992291`",4.47780739424153
"`1__90724339`",4.74952504206954
"`6__263290328`",3.35844359930264
"`4__966867978`",5.35611321080222
"`4__966867979`",5.03340134445034
"`1__1414341701`",3.03300995386152
"`1__583514456`",6.69368701652676
"`7__1265253031`",4.92578705770936
"`2__1790884389`",2.11548968148431
"`3__276288358`",4.75725206501453
"`6__402949633`",3.34514191638996
"`2__1016760282`",22.7636151757054
"`7__224710718`",2.42745349453397
"`6__402951322`",3.33663978599318
"`7__1103323666`",2.60555630294141
"`7__1265253027`",4.45688554533535
"`5__1118095507`",5.83055888039661
"`3__899134630`",4.93650446352229
"`4__506750800`",1.909468561366
"`3__229266158`",5.27988310072434
"`4__317186598`",3.92589207746605
"`3__1055284703`",6.86586100819117
"`1__712243210`",3.97889911216386
"`1__1241086851`",8.20793916651659
"`6__242454725`",1.69195716287605
"`1__712241156`",3.73550519448659
"`3__563407168`",3.22390669938324
"`2__936388491`",5.87618452010689
"`7__1482227179`",8.40452178742454
"`1__1418571381`",4.94408605058491
"`3__629721629`",6.88227143125279
"`6__26564714`",3.58028138739833
"`1__454288280`",4.49222832810373
"`6__402949646`",3.04758420724548
"`2__859112927`",3.24975244077985
"`7__277830015`",7.91871052946143
"`2__1690705808`",11.4420760512654
"`5__816125883`",0
"`5__816125851`",1.46929013493235
"`3__948646101`",5.0790112376439
"`3__1194385418`",7.84548295172335
"`1__1414341389`",2.66474930676855
"`6__1328074646`",8.63081150685917
"`4__1599216947`",3.35356301487866
"`6__334552159`",4.80181884306871
"`7__1376855061`",5.93471159699858
"`2__840183067`",8.57774769566618
"`4__934531270`",6.1878225889127
"`1__566952041`",3.90479090216687
"`2__1057444578`",4.27311637426277
"`4__266773772`",3.78324099737563
"`4__1578707481`",3.31983744033652
"`2__337312007`",3.21018319008957
"`1__431074881`",8.83167708396642
"`6__294635934`",2.66401499810897
"`6__294635979`",3.14089383715447
