"","Overall"
"`1__421401176`",100
"`6__264812597`",36.3527140225786
"`5__1331119430`",20.5802084123823
"`2__1640579492`",43.7984846160586
"`1__365942987`",13.3005798787778
"`6__224269012`",10.0732234832405
"`1__454288280`",22.350858207254
"`5__1331119770`",8.39185304586752
"`7__190087573`",12.7992864579684
"`6__327449997`",11.4580060375204
"`6__25516750`",6.49764851667698
"`6__327449900`",11.0944175585999
"`1__712261114`",64.8375447878402
"`2__1770069206`",12.217699171026
"`2__1770066741`",20.0958368001306
"`3__1391392880`",9.21320897287021
"`6__227681295`",16.9729749243048
"`6__309041408`",14.7972819485592
"`3__700001277`",22.4748304439929
"`1__340678425`",43.5231735440583
"`4__506750800`",17.4969830130347
"`2__1057907571`",21.9718973272263
"`1__454290843`",14.0216970066885
"`1__712261321`",23.3463596874408
"`7__1165578491`",45.9890394917449
"`2__1016760282`",31.616277527922
"`1__294297292`",23.0401259947011
"`7__937039796`",16.7200074762099
"`1__365943111`",7.87239180637355
"`3__19449121`",16.9542993993146
"`3__1212805275`",39.019339360931
"`7__931164671`",24.406345390433
"`5__429803551`",7.17018249394679
"`4__1233057252`",13.8880557235322
"`2__1640579752`",49.3642587946534
"`1__712250204`",15.7935971355856
"`4__941157161`",13.8489755041526
"`4__326301161`",9.5950458982466
"`4__136166430`",11.9284437645012
"`4__320703843`",9.03367300383821
"`3__1391001037`",14.1141989246672
"`7__571000317`",7.86251077699411
"`4__506750832`",11.7672762324996
"`2__1775595288`",17.929702479186
"`3__1606328310`",24.1488241911446
"`6__653927318`",11.2060146245577
"`1__365943142`",14.5355546303302
"`1__455314041`",13.2253538426078
"`6__227681187`",24.1350171746526
"`1__569276079`",25.0169162800307
"`6__348260274`",62.5265642740397
"`1__712259278`",14.3381415570093
"`1__1283059572`",19.8318432360003
"`6__294937748`",29.8863435680275
"`3__1068046684`",18.7571441024212
"`6__463565237`",39.4597895497793
"`5__1329341679`",9.04917829331848
"`6__730668614`",10.0934394097942
"`3__1289923187`",22.773717844299
"`6__436452991`",10.6321332529996
"`3__1081106329`",10.8492163992033
"`3__519642228`",16.4250463622622
"`1__50859833`",12.7337579437479
"`2__1538159405`",11.6899028371418
"`2__1398393179`",14.7664370172521
"`6__661888527`",13.49673373436
"`4__1233057821`",13.7520483992935
"`4__1233059173`",18.5229527632094
"`6__889507002`",33.6416094362537
"`7__496418086`",13.5799355658054
