"","Overall"
"`5__1331119430`",8.61067570995222
"`1__421401176`",76.24778654514
"`3__19449121`",42.9955926245982
"`2__1640579492`",24.3508373660061
"`5__1331119770`",8.96463202687612
"`3__700001277`",15.4217313592299
"`4__327398444`",5.16550685191652
"`1__459200084`",16.5762148885995
"`4__1388025423`",11.29177624013
"`2__1016760282`",13.4059266433538
"`6__264812597`",46.0918963489487
"`6__294937748`",16.1077065688088
"`7__1165578491`",43.7712577847201
"`1__712261114`",23.680578391359
"`7__496418086`",7.70565882511548
"`1__1495696348`",11.3371225780726
"`7__1481010549`",8.37041027701965
"`1__454288280`",4.45938385658971
"`6__463565237`",21.3253513079712
"`3__1606328310`",16.4265291697898
"`6__224269012`",29.7301485260996
"`7__931164671`",32.6311305771565
"`4__1233059173`",13.0843283562437
"`1__769998096`",9.55995514721062
"`6__242454735`",85.672247146992
"`4__326301161`",9.55561054906879
"`1__712259357`",9.39179265917304
"`3__532335617`",10.077446333254
"`3__532333758`",8.35669337294759
"`1__769818492`",10.9873865488468
"`4__254853057`",7.71911619201597
"`3__532334030`",8.70274884965799
"`6__463565335`",44.1910850997344
"`4__1274551940`",15.5722795398291
"`7__937039796`",23.1100599994594
"`3__532333334`",10.6620755243135
"`2__893731517`",15.3109888219532
"`4__455084041`",26.1215234393969
"`7__1265252471`",12.3106769687942
"`1__340678425`",21.3080133956556
"`4__1233057821`",11.364712281863
"`3__532335717`",8.50066697057578
"`6__475845140`",7.45214697089911
"`1__769818716`",13.1792573374342
"`3__532325696`",11.0518899000054
"`4__1388022730`",31.3437391714636
"`6__646654882`",88.6800959945729
"`2__893731513`",13.5266625843145
"`5__411206859`",11.4377739544331
"`4__891454154`",100
"`3__90034764`",12.2486931979634
"`3__532325706`",9.88163131673792
"`6__264812671`",11.3272028705575
"`3__304591843`",10.4630488671335
"`2__543230099`",14.2557461460973
"`2__543230106`",14.5909101603828
"`1__365942987`",12.5046014938572
"`7__974866764`",12.3073468904823
"`1__712250082`",8.90392499418912
"`2__274456464`",7.65655307965628
"`3__910754581`",11.5642458654014
"`3__1606328658`",14.4888615789836
"`5__429803551`",12.7056828885412
"`4__500888886`",31.2363759658938
"`1__769818643`",9.18303496072371
"`7__1357788073`",9.1135804266242
"`7__1357788101`",8.54532821388982
"`4__254040478`",7.5421468982218
"`1__90727719`",13.6982635867176
"`7__931035060`",6.65024274086776
"`4__605506339`",8.93044954699743
"`1__440279981`",11.6364255951339
"`6__294645054`",11.0087428879747
"`6__476517454`",9.10899501859621
"`5__1554460561`",16.8338779261959
"`3__1591405176`",28.6345658007818
"`3__563405533`",8.77886124709584
"`4__254041644`",7.06872120274605
"`7__1243511646`",9.67363981176461
"`7__1265253044`",7.14975907027414
"`1__769357967`",19.9434299188242
"`5__1469616516`",17.7538835839374
"`7__158517805`",16.4906827784726
"`3__952095966`",12.8914323586875
"`2__1640579752`",30.4665226447045
"`6__257604490`",13.118733464953
"`7__931035033`",12.4403641125667
"`3__422870550`",16.1610226301046
"`4__455894167`",19.1832056164489
"`7__1265252840`",9.33234117422388
"`2__560280498`",3.14533947374172
"`4__58991802`",13.296276329307
"`1__1180705420`",12.9132627788983
"`3__207128518`",23.2388480750902
"`5__984304610`",9.93223075410401
"`2__1057907571`",21.0018327261887
"`6__267578708`",10.0415917256864
"`4__1599217016`",5.49101972528275
"`3__700001245`",14.8219132533597
"`3__700001278`",13.0036023439178
"`1__1283059572`",17.6744016038553
"`7__1265251800`",13.9304332154097
"`1__593760265`",7.87043726772959
"`4__1449638754`",14.1953649598375
"`7__1358232109`",10.3424016468754
"`4__254031050`",8.25490515674852
"`1__712261321`",12.3270185450658
"`7__1265253027`",9.55518041842916
"`1__712259278`",8.81755152562972
"`1__420824849`",8.70821886663733
"`7__145575184`",9.08312691031981
"`7__269121982`",6.38381106969314
"`3__20451604`",16.8420628391185
"`5__1398779444`",12.7367526839662
"`3__422870536`",0
"`1__90726511`",10.003978531647
"`2__1420605499`",7.55522221329371
"`4__1597420299`",7.4790549760974
"`7__931035054`",5.7395946208811
"`2__1791132695`",25.2649151570382
"`4__1004884391`",13.3482116289302
"`7__1357790624`",7.26542677862128
"`6__419471713`",5.95556677254516
"`7__1439038953`",6.90613383234347
"`1__712252528`",7.66735850977033
"`3__1505520061`",15.5118856342771
"`2__367615748`",10.1290337017645
"`1__1474633407`",6.87640162169244
"`7__496416418`",6.55249146829548
"`6__1047816086`",12.8762397402763
"`2__1658007024`",10.2720083113359
"`4__1597458404`",16.0455681437071
"`7__1047358701`",9.01499131651975
"`6__932778489`",10.5260613495398
"`7__1482227179`",38.6090832031165
"`1__712252316`",8.04037189725397
"`4__1597458418`",12.9774612730942
"`1__430912504`",22.0750400205544
"`7__931035009`",9.92891419221887
"`7__931035016`",7.76212344773823
"`6__1047816242`",8.43454989982727
"`6__889507002`",84.4094715733044
"`1__769818530`",12.2332133987354
"`1__769818529`",10.8651943458286
"`6__1075010071`",10.1233843188426
"`2__562575702`",7.87157529170015
"`2__1364245883`",10.8927778870496
"`7__931035083`",8.94544194915536
"`4__506750800`",7.05786841781402
"`5__984302269`",13.1396132937037
"`1__457844974`",19.9287025849035
"`6__706063153`",13.579790287265
"`7__182365343`",7.05342184796913
"`4__348949290`",6.07987247765637
"`4__1597458403`",9.21323010708173
"`3__504108265`",21.1354101793415
"`6__848003313`",7.52408702453435
"`7__95964130`",24.4069938351698
"`4__328778469`",10.024802254673
"`3__910754650`",9.81348417568806
"`1__712250068`",7.87719655108231
"`5__238766063`",5.64863890125253
"`6__1088893312`",8.13225740797257
"`5__1436230563`",13.6199048429714
"`6__430625038`",7.04431524320362
"`7__182365309`",4.17437072422326
"`1__712248417`",13.1638896236963
"`6__848003195`",8.9100962222878
"`1__712240530`",8.56413438889757
"`2__1257220594`",12.0997843967747
"`1__716966139`",8.28660743729082
"`6__848001734`",7.42027052624492
"`1__712259499`",7.33592852071653
"`1__90724339`",16.5531586032496
"`7__68464606`",20.2934805423635
"`3__20451603`",13.6664297571501
"`1__963938054`",10.1276553418511
"`6__419219071`",7.75013826803283
"`6__480614333`",7.31095515638862
"`6__480614346`",5.49084470797056
"`7__1265253045`",8.64944498692228
"`7__1258939176`",9.60620563268643
"`6__47127917`",7.57725149436149
"`4__941157161`",8.25308587525181
"`2__1616245787`",8.84976741332787
"`4__1291669813`",19.7083120533896
"`6__294635934`",12.4598399251344
"`6__294635979`",9.54202386828755
"`4__360449996`",22.8807535785253
"`7__1165578461`",35.6373009716682
"`5__429799847`",6.84658162666269
"`5__429799543`",11.6502005010558
"`5__429799638`",9.91727598999598
"`6__419219138`",7.04461038655439
"`3__1715422266`",15.3219487540078
"`7__931035059`",7.2634829291626
"`1__712250204`",12.3855425244652
"`7__1265253032`",9.19738808048217
"`2__650622981`",11.8866139025473
"`1__563187334`",16.8721145422166
