"","Overall"
"`3__168997504`",32.2812648804352
"`6__420695062`",31.3813930223119
"`1__49252776`",50.2414654055835
"`1__49252780`",41.3381137848622
"`2__651049296`",34.9796237695023
"`2__1168696926`",30.6847460552129
"`3__596340036`",21.8460240298005
"`3__17627329`",21.3012408843823
"`3__17627344`",19.9193759915248
"`4__266770119`",17.2538823333146
"`6__1112440613`",62.72866910842
"`1__189113956`",22.7875625344446
"`4__360447700`",24.0897930258921
"`6__1158658124`",33.4352616844478
"`1__828547403`",17.788113162991
"`4__360447619`",26.3917162948674
"`3__17627555`",23.7629729128465
"`4__120792343`",23.6380809654015
"`1__167979316`",52.9175097481986
"`6__801915001`",21.7212227527325
"`6__382326084`",17.8649984734222
"`3__1003008890`",45.1958687281942
"`6__382326018`",3.26307139776042
"`6__1295035670`",37.1205870211538
"`4__1556730140`",37.1953860221487
"`5__1424108834`",27.1700618808388
"`7__1194607700`",86.6110756415388
"`5__1487164723`",41.4410788350857
"`5__1297371554`",45.7486605783324
"`3__1613826101`",16.6202970147253
"`4__558280699`",25.3272627204851
"`6__382326231`",24.3639016077133
"`6__382325597`",29.620185847506
"`1__1019053668`",46.7933080902723
"`2__1576430774`",23.6618689789138
"`1__1019053684`",57.6930933638276
"`2__359342992`",31.2856615426033
"`6__382325621`",39.1369328472627
"`3__1089396713`",33.063899337119
"`5__1290105151`",0
"`5__1290097948`",17.521866424625
"`2__254141704`",37.6484834744308
"`2__1576431351`",22.7457853592578
"`1__828502031`",49.1560128404597
"`1__652213867`",28.3527607686188
"`4__1253137783`",36.8066470045146
"`1__888450301`",23.8859976692363
"`5__274137798`",36.3406608674395
"`6__382326211`",11.633660247371
"`6__382326213`",16.8253775484768
"`4__558280677`",22.698282050154
"`4__558280693`",22.0607417211609
"`1__805610057`",48.4123067703114
"`2__601056398`",21.7922380560548
"`5__1207706105`",16.8725487907786
"`5__1290104858`",1.53897886863846
"`1__273576619`",65.6447405463086
"`4__255250793`",50.9263996581824
"`7__144267029`",19.6723130076996
"`7__144267034`",22.8733737180886
"`3__469615187`",24.9918225079497
"`6__1299427796`",24.5460835831438
"`4__842896955`",40.9819234001011
"`6__133928502`",41.9955410621112
"`2__436663493`",29.5646172083876
"`5__1037976628`",69.2073125165783
"`6__870960171`",53.0445880749352
"`2__1564778761`",44.7312439761617
"`1__945020008`",40.9255858007857
"`5__1421892552`",28.8795314086218
"`6__835053244`",52.3730720408279
"`5__134534170`",24.6243030843557
"`7__264272097`",23.0877360828998
"`1__1499220136`",59.4374323704023
"`5__134534172`",38.2369628904831
"`6__159802566`",18.3690884540694
"`2__427753466`",38.2841684559595
"`7__197818210`",40.3965911544292
"`2__238011679`",45.1428956341144
"`6__1136213852`",37.0752609903283
"`2__1617726061`",37.7681055458701
"`5__1075165194`",28.2617439046109
"`7__1210674537`",33.0647205950663
"`2__747009046`",24.1829442231897
"`4__457410483`",28.7610609898143
"`7__1348574341`",26.2960634920711
"`2__567685301`",16.2785093735623
"`4__1103791564`",26.8640117694032
"`7__1519787348`",40.3914365383012
"`5__832339981`",21.034328817187
"`5__1290098185`",15.780424211306
"`5__832339955`",26.8449651579435
"`2__1693074166`",48.7718768892372
"`2__1437765532`",12.9092637616689
"`1__1038653389`",25.414219636549
"`1__42868847`",52.0333343250553
"`7__1457477695`",20.4747608165083
"`2__166020101`",15.226701681183
"`3__460853401`",15.0739486116549
"`2__808457732`",66.7804141989025
"`5__1245513533`",24.9717507806273
"`7__1369936828`",45.0858310755393
"`7__1223886093`",66.7076678892805
"`2__1304108155`",26.7916780940036
"`2__601056355`",24.8146576582159
"`3__1626686322`",28.6900084811395
"`6__1039849337`",30.7432724719066
"`2__1299119555`",45.4192281098137
"`3__17627874`",51.920891231674
"`7__316801367`",26.2257755207389
"`3__989008252`",33.7195474399804
"`2__1080814586`",20.48809746333
"`4__987055202`",25.7516219271681
"`3__453902092`",94.7523102154988
"`2__1162641289`",24.1149829817364
"`2__359342984`",34.1468199977277
"`3__1115705749`",31.9189207295035
"`5__134534157`",29.4475146775126
"`5__264992329`",31.2077222706257
"`5__264992456`",50.6172590508792
"`1__190465430`",40.7793856080437
"`5__331614849`",24.197031938112
"`2__280273196`",26.925346509258
"`5__1455404648`",27.2978491064069
"`4__360447804`",19.0763996868025
"`2__747009084`",26.5652154343373
"`2__747008981`",22.031285984147
"`5__1208497210`",47.5342678121601
"`6__160756863`",44.1221512696899
"`2__1154032106`",50.2031106630848
"`3__511691403`",76.3580079751072
"`5__134534190`",33.2117195420105
"`3__1212805275`",25.3875622691996
"`3__1003008670`",26.2253668252259
"`7__290165292`",19.3635399468355
"`7__290165299`",25.4306290240288
"`6__45335019`",28.7363835618115
"`7__995479415`",53.0827386821824
"`5__1424112009`",33.0955774902729
"`5__256385989`",24.8666947024594
"`1__1549949873`",20.6215901574939
"`1__984486761`",28.5594178371669
"`4__457329952`",34.528515562807
"`5__1141163423`",17.8187918059452
"`4__1379909668`",26.4512289405806
"`3__480855463`",30.2307041019417
"`1__1472931869`",23.072564142944
"`4__209757970`",22.9511537212131
"`5__1535524441`",20.8055918522906
"`1__161643963`",73.0151877911249
"`1__1382317844`",52.7678488326506
"`5__134534188`",30.4315465951363
"`6__766537752`",25.5779364548965
"`6__797671809`",30.906938608326
"`7__1362342618`",18.6582293161031
"`6__1185159482`",76.1987256026044
"`6__1185159490`",87.8233433680055
"`6__693436479`",20.8285440430913
"`1__741835068`",22.4824969442237
"`4__333678313`",36.9736414827331
"`1__867912054`",25.968300767561
"`1__167979169`",23.2884865896816
"`4__214385680`",12.2518997475178
"`5__1146587278`",21.7627132872154
"`2__1324048412`",21.4409666728505
"`2__348437234`",34.2512655370032
"`3__39807619`",42.9405134013734
"`4__477512264`",30.9493612421802
"`4__558280533`",23.7284492215475
"`1__652212092`",36.2970720057054
"`2__596296146`",27.2520931266004
"`2__392051344`",27.2490314777281
"`2__392051407`",23.7934773182376
"`2__392051511`",25.7995379784372
"`2__392051513`",24.2139708767216
"`7__337078939`",35.3153265299
"`1__103653569`",90.1432836638647
"`4__417776581`",23.9724510926248
"`4__428596106`",26.210212435648
"`4__388774372`",22.2135864285543
"`7__1362342670`",23.5484078541781
"`6__1048702521`",8.63256444541221
"`2__326151879`",38.4400154212585
"`6__1185159534`",100
"`2__280273202`",22.9142258318067
"`5__785865191`",23.2500318205415
"`2__1156523809`",30.4462017986702
"`5__134534139`",33.2519583848775
"`2__1156530423`",27.0380578360901
"`2__1168696648`",22.6343013020999
"`1__1016077190`",9.80830711010412
"`2__436663582`",25.9544866131554
"`2__226836161`",19.4899598283002
"`1__734354112`",25.7154052467089
"`7__1128270565`",40.6367935413483
"`3__1332749238`",24.0095575203327
"`1__847532946`",36.0072315067409
"`6__465767125`",25.0625617166846
"`5__252684334`",10.3154155493863
"`2__1168697384`",37.5968894805295
