"","Overall"
"`1__625143836`",39.7669925186853
"`1__625143831`",48.136911495502
"`1__367379701`",41.3828612834706
"`5__1622906434`",33.131475995503
"`6__1185159534`",31.3719487388384
"`2__465341514`",34.5993006037609
"`1__1019053668`",45.7261380686062
"`3__168997504`",19.1170839224168
"`1__1019053684`",39.1878002207921
"`2__1522292049`",27.0199722312151
"`3__988864605`",22.4914152331058
"`2__465341402`",43.2006175756816
"`2__183368561`",22.9342435317094
"`4__367525121`",62.5001694137834
"`1__1038653389`",21.6940467786255
"`1__167979316`",38.248559949869
"`1__33716531`",25.6011878028531
"`7__225570746`",25.1936270617461
"`7__225570772`",27.5509079144818
"`7__225570812`",21.0065349971964
"`7__225570736`",37.8713318566925
"`2__1564778782`",23.4452992462346
"`6__1185159482`",38.1759495275847
"`6__1185159490`",40.2931300745006
"`6__870960171`",15.5738711172117
"`6__870960180`",12.3507603149336
"`5__274137798`",45.2308745544165
"`2__465341475`",20.9424987703565
"`1__1145139857`",29.7255196935867
"`1__1145139852`",25.0329736274378
"`1__1145139856`",19.8050995094379
"`6__1267743337`",33.5711494440279
"`2__94795690`",20.9086642899108
"`2__465341642`",19.3280781954073
"`6__1267743336`",32.3192931501168
"`1__484082592`",47.7858687292185
"`1__1019058810`",18.4799428699522
"`3__1613826134`",39.2721657881088
"`1__1472533522`",21.3430897976724
"`1__1038652711`",34.9903373557371
"`7__197818210`",30.2368822429917
"`2__1515526298`",45.54898098707
"`4__1139817283`",24.4561538297287
"`3__984458349`",30.1756171096006
"`2__1693074166`",80.6340330777708
"`2__1216811272`",18.7194658786146
"`6__1122179605`",34.2491508812951
"`1__49252776`",39.325971164707
"`1__49252780`",37.6016965283302
"`4__1347751510`",36.7098202650374
"`4__367256068`",23.1284050895162
"`1__852858389`",22.6800454303625
"`4__1556730140`",34.0725771337934
"`1__1472533411`",28.1617791402122
"`5__1208497210`",15.706234581565
"`4__1253137783`",25.8575829086946
"`7__156214033`",26.2183977992549
"`5__1297371554`",43.750326299235
"`1__1038652715`",30.0402358124705
"`4__871806399`",16.3233862265671
"`3__312697844`",20.6334772031888
"`2__94795688`",18.7464084833235
"`1__1472932531`",23.7138498605679
"`1__42868847`",36.6159660482838
"`6__835053244`",25.4945210293205
"`7__1135765292`",17.9354910556859
"`4__1347746410`",31.2828211596611
"`3__1366618968`",21.9090116712862
"`5__1507247576`",24.6002058907602
"`5__1507247572`",21.6290022243614
"`2__465341607`",21.7661642058433
"`3__1526611303`",24.2531230695552
"`1__1038730427`",22.1741499355834
"`2__1617726061`",18.4280548103432
"`1__487925717`",39.76032117805
"`6__1295035670`",33.2177059361435
"`6__664594283`",40.9026637489818
"`3__1043866654`",16.6259902855706
"`2__1522287403`",26.9730056656482
"`3__3929044`",38.6128456034386
"`2__1143856210`",24.7587751570439
"`3__516653035`",19.3454937613909
"`3__985790161`",20.0116648562011
"`2__1673528794`",20.8598005131933
"`1__1447931614`",26.4081555799272
"`2__659811654`",21.0256072655823
"`4__336521115`",16.6004471740161
"`3__1069491502`",28.34541936686
"`1__963529143`",34.6262803078609
"`1__1498019806`",17.613651253425
"`4__1622573318`",34.9884269549771
"`6__45335019`",35.8830296366596
"`6__1120642765`",41.7580965531365
"`4__367523541`",0
"`4__120792343`",34.1098596960257
"`6__1120059546`",25.1664836774825
"`2__1519943715`",25.2956834142943
"`2__1519943742`",15.5333714234974
"`1__1190777175`",39.668496901869
"`1__1190777174`",12.6184305523747
"`1__33716507`",20.971380531959
"`1__440658748`",58.6243376084594
"`1__440658721`",62.8786775258693
"`1__440658730`",74.626555965156
"`3__1448383978`",27.4620821389339
"`3__516653039`",13.2426024288968
"`1__729684758`",22.6122460622479
"`5__1245513533`",24.6507230078872
"`6__1117914453`",32.550932914461
"`6__1118556402`",26.1646582099261
"`6__1119861163`",43.6228950845033
"`6__1120494685`",33.3263729971118
"`6__1122174726`",38.3973870218449
"`2__1573722697`",27.6986731608233
"`3__1285643445`",13.9238074434901
"`3__516652795`",13.9234107801704
"`7__1024084755`",14.782468386731
"`2__1299119555`",15.76342783219
"`1__1038653091`",17.9760979054171
"`3__39807619`",100
"`4__1124658231`",12.7076492721502
