"","Overall"
"`4__255250793`",24.7582306947929
"`4__64176403`",43.7941375508882
"`1__1019053684`",32.5432028117532
"`1__1019053668`",27.8358419093684
"`5__261894828`",19.152504387782
"`4__1347751510`",15.5474577956466
"`2__1617726061`",19.2763912973326
"`4__1017651507`",31.129512487833
"`3__533887295`",31.8393049949948
"`4__1347746410`",16.4095470311686
"`5__107937429`",67.1130608694151
"`6__1236387928`",15.024030449279
"`3__929302655`",21.545861089253
"`7__1328988547`",60.5322094648306
"`7__1493149849`",21.5523414193047
"`1__412067968`",31.6772479772739
"`5__717519070`",12.1374241925696
"`1__750383249`",18.6157746109679
"`5__1297371554`",51.3399988062392
"`1__367379701`",19.7155945419275
"`4__1040755944`",30.6187512649836
"`3__1332749238`",19.5894300179797
"`3__168997504`",30.850776241188
"`4__1075533365`",23.5567635573254
"`6__1295035670`",40.1795639513703
"`4__68682994`",17.4667814610192
"`2__1016733225`",37.1102683798995
"`5__1622906434`",36.7392470766309
"`1__103653569`",96.1259263944628
"`5__1424112049`",14.8552212140678
"`5__1424112070`",16.4313815779408
"`4__457410483`",23.0582907168686
"`6__1079251172`",20.3252615216899
"`5__1424112009`",16.7623978086569
"`6__522943517`",15.5040854740358
"`6__382325621`",24.7076035426122
"`5__1449422751`",50.6679765809067
"`2__362269983`",20.4521611121839
"`6__382325597`",18.203629927387
"`3__1479315937`",59.7601285451677
"`6__858976246`",19.3263840886952
"`2__465341514`",45.6902785796212
"`5__1424110447`",15.7325602884059
"`5__1424110488`",15.9564424257777
"`5__1424110445`",15.9962742651459
"`4__1556730140`",22.1602483740726
"`5__2568551`",15.5889385531626
"`6__45335019`",24.7154665454803
"`6__382326084`",22.3880134470065
"`5__782662476`",15.9738833549543
"`7__1480543293`",11.949480324088
"`6__889507060`",26.963357565381
"`5__501383684`",16.9882665444762
"`5__1424110559`",15.0225958579498
"`5__1424111933`",15.4451376238483
"`3__988864605`",14.9387709848386
"`1__1038653389`",25.9958241523637
"`3__1415043510`",20.5597221063617
"`4__1040755905`",27.1808757089453
"`2__1017794390`",19.4044103756212
"`2__348437234`",50.4394306701978
"`4__1075540692`",23.5703331755919
"`5__1424111998`",16.0198702743708
"`5__1424111981`",14.8151627211071
"`4__176930477`",0
"`1__49252780`",30.4143231817285
"`1__49252776`",45.8967730508471
"`6__869996151`",20.4000695264758
"`1__1082216128`",13.9965783945223
"`6__276823771`",23.1126583361033
"`1__652212092`",42.9878153023362
"`5__1101990124`",14.4530709497581
"`6__133757766`",16.5627934442421
"`2__35353063`",22.8311708889855
"`1__1499220136`",47.2846674718938
"`1__167979316`",32.4205332721429
"`5__274137961`",33.5319744003258
"`2__359342992`",25.5486751858558
"`5__326687572`",23.4503546306556
"`7__1376669215`",14.1377521998528
"`6__731408245`",19.2115889249822
"`5__253520324`",27.6421667175304
"`5__1297371167`",15.6292911210991
"`1__103653266`",34.994294834419
"`4__81987328`",18.1576378647202
"`4__589320375`",16.5547035667479
"`1__57202106`",21.7065708044528
"`2__315966649`",27.3157705287829
"`5__1421892552`",41.1367894853998
"`3__1345462446`",13.6809938305958
"`6__911766551`",18.1263372749133
"`4__263342889`",20.4814260198855
"`1__161643963`",100
"`5__2507390`",18.7942463656294
"`5__782662515`",15.6757954884038
"`5__274137798`",42.2910269142256
"`7__1468569284`",43.0319051323867
