"","Overall"
"`2__1673528794`",7.29511095258118
"`2__1673528761`",10.5944542758079
"`5__1622906434`",35.8130821097965
"`4__1556730140`",18.3735581989847
"`2__1017794390`",7.95612317608291
"`6__1185159482`",10.7515322503046
"`6__1185159490`",16.1770393340957
"`4__209757970`",5.53200724065517
"`6__924175941`",8.13663792971756
"`2__1673528740`",7.06596664474592
"`1__805610057`",6.24943941587923
"`1__1038652711`",12.2305708202393
"`1__1038653389`",9.31746224643996
"`6__835053244`",9.02585703307002
"`1__42868847`",7.00592073460762
"`5__1424108834`",9.45885519840661
"`2__683221982`",6.37570497591654
"`6__1182242242`",11.4173184400109
"`1__440658748`",6.28795933204094
"`1__440658721`",2.92088536417623
"`1__440658730`",5.72681108212315
"`6__935305492`",8.53367917080589
"`1__1472932531`",5.24325140853236
"`3__1479315937`",22.6300349063402
"`1__1499220136`",0
"`7__337078939`",7.29561378721978
"`3__1358659196`",6.23102325222772
"`4__255250793`",12.0137575255067
"`1__1038730427`",8.39512398615578
"`1__1472533411`",19.6183677053979
"`7__1457477695`",9.25020123881098
"`6__1185159534`",16.2437647640447
"`7__986209524`",9.26796887665706
"`1__1019053668`",70.7587404188553
"`1__1038652715`",8.63652843893045
"`3__168997504`",4.45068806541153
"`2__349378893`",19.1283117270983
"`6__382325597`",15.294190646958
"`4__120792343`",19.1115150572963
"`6__382326084`",13.442614454924
"`1__1019053684`",54.7247977662022
"`2__217468886`",58.5061951090661
"`2__1673530043`",3.65767045953951
"`2__601056398`",82.2837682007151
"`1__167979316`",18.8183304499312
"`3__1366648751`",15.4636213386045
"`1__1447931614`",32.5394965987552
"`5__1245513533`",52.1450815313254
"`4__1615176982`",8.23752023716598
"`4__1615176967`",7.34968918693582
"`1__1038731715`",8.95825417609282
"`5__843333015`",5.8207554925846
"`2__183368561`",5.28087695379329
"`6__1288921559`",9.12071188608709
"`2__425893297`",100
"`2__1016733225`",12.2810997380831
"`7__986209544`",10.0585765640485
"`5__1262997520`",10.3461601593334
"`3__356868305`",12.5016980082873
"`5__1297371554`",48.2956179948318
"`7__1461724355`",8.3649641274726
"`6__382326103`",7.97359920930943
"`1__692746544`",10.6333548513093
"`1__22929931`",10.3350341522505
"`6__382325621`",13.6339287704951
"`4__551092440`",11.3596405914038
"`6__880923932`",20.4555066077304
"`4__266770119`",40.5771183034727
"`1__1038730491`",5.64702938825598
"`6__811621179`",15.5998887059043
"`7__1019941571`",5.39831515242787
"`6__627495563`",47.0670349535255
"`1__1148127360`",9.57126389155405
"`6__382326211`",10.1259056918807
"`6__382326231`",5.42346713677426
"`2__514821870`",21.0729860389659
"`4__1066050669`",15.5065763549117
"`5__1468400478`",51.7788986506991
"`1__56636087`",8.27303074268263
"`1__273576619`",9.55401388244332
"`5__1320809121`",6.76526367644682
"`4__514352636`",2.99760356243511
"`3__449686367`",10.0571217587246
"`5__1363264115`",16.0321532723998
"`3__1455125896`",6.48231727149849
"`5__501383684`",8.23103876728908
"`5__442724929`",2.83167449182114
"`7__1362342618`",6.66534235230752
"`6__481873654`",7.44967453360102
"`6__481873627`",5.61236565190361
"`4__209747091`",7.0651261202818
"`5__492242028`",6.6991729087719
"`5__492242033`",8.3244788539858
"`6__801915001`",6.93803129589311
"`1__1472533522`",7.24802505974645
"`2__865703421`",7.67059473690338
"`6__962990631`",16.1428692024649
"`5__289846921`",5.6461220628185
"`2__651049296`",30.8198080384834
"`5__40176524`",27.6160630644355
"`2__425897169`",3.16370783760234
"`2__1273511253`",8.39673878742477
"`6__1158658124`",27.615537656081
"`4__477512264`",16.0624845710588
"`4__68682994`",40.6969411340234
"`5__1320808968`",6.2101625072804
"`2__1299119555`",8.09846910911029
"`6__45335019`",6.94600200219559
"`3__983112762`",12.9329541995076
"`3__983112764`",15.6922202409898
"`4__1075533365`",23.4857285271336
"`5__717519070`",15.5235511160374
"`4__957935080`",14.1421770722137
"`4__926284951`",12.7178085179861
"`6__691726941`",22.3823177185503
"`2__463867901`",7.01315231706502
"`2__464387609`",6.93298322027804
"`1__852858389`",42.3800227025131
"`1__734354112`",6.63979370787665
"`4__1577444237`",6.82756476011396
"`4__1577444215`",11.793439611818
"`7__264272097`",8.76053828950679
"`2__731408032`",13.3614292001391
"`6__864445038`",5.15029260173092
"`1__625143836`",14.3236318338308
"`4__43527979`",47.6547330884267
"`5__1479562279`",7.56658055692149
"`5__158351065`",9.90158774724434
"`6__766537752`",5.89562951929755
"`5__1208497210`",30.2757906532162
"`2__652560662`",7.69192015739808
"`2__964028944`",7.21939353497597
"`6__1185159440`",9.66832541908746
"`2__1154032361`",5.57165766408652
"`3__491030719`",9.49073154891195
"`4__876852326`",4.46691114758216
"`5__507902352`",16.121194602853
"`5__507902355`",23.6506350832871
"`2__1017811962`",7.94723446632436
"`6__382326213`",7.20414235030299
"`2__1564778782`",18.8677101804231
"`1__211905694`",9.64110744222396
"`5__1606144701`",10.3118083211449
"`1__1533890288`",3.73778780642023
"`2__731413451`",14.4149232855878
"`1__638865492`",28.1364324115163
"`4__7255851`",9.64390707001938
"`3__1613826042`",7.4687550320055
"`1__1167299453`",6.42184816201796
"`7__1135765292`",8.00988364331509
"`2__465341514`",64.3374591089955
"`1__1038653091`",2.2227341346388
"`6__858660803`",8.28831208510709
